sale_id,associate_id,region,date,product_sold,number_of_units,sale_amount
1000936,93,Western India,2020/06/12,Apple IPOD,6,108000
1000937,37,North India,2019/09/09,Apple IPAD,6,108000
1000938,75,North India,2019/06/12,LCD Monitor,8,419200
1000939,46,Northeast India,2020/01/18,Blue-Ray Player,5,125000
1000940,78,Northeast India,2020/12/16,Blue-Ray Player,10,625000
1000941,35,South India,2020/12/02,Apple IPOD,8,40000
1000942,57,North India,2020/04/05,Digital Camera,3,157200
1000943,36,Western India,2020/06/23,LCD Monitor,4,72000
1000944,45,Northeast India,2020/05/21,Apple IPAD,10,50000
1000945,93,Northeast India,2020/07/08,Apple IPOD,5,25000
1000946,87,Central India,2019/09/16,Apple IPOD,9,200061
1000947,67,Northeast India,2020/05/31,Digital Camera,11,576400
1000948,99,North India,2020/02/24,LCD Monitor,3,105000
1000949,3,Western India,2019/02/05,Blue-Ray Player,10,524000
1000950,73,Central India,2019/07/09,Camera,3,57000
1000951,52,Western India,2020/04/27,Blue-Ray Player,1,35000
1000952,80,Western India,2020/02/12,Apple IPhone,3,66687
1000953,82,North India,2020/09/18,Apple IPOD,10,250000
1000954,36,South India,2020/08/03,Camera,7,366800
1000955,34,North India,2020/03/09,LCD TV,4,140000
1000956,38,South India,2019/10/02,Camera,10,524000
1000957,94,Central India,2019/06/16,Camera,2,70000
1000958,89,North India,2019/03/07,LCD TV,9,200061
1000959,49,Central India,2019/07/14,LCD TV,5,25000
1000960,35,South India,2020/09/17,Apple IPAD,10,250000
1000961,13,Northeast India,2019/11/07,LCD TV,2,125000
1000962,7,North India,2019/08/20,Blue-Ray Player,6,30000
1000963,43,Northeast India,2019/12/09,Apple IPhone,1,19000
1000964,31,Northeast India,2019/02/28,LCD Monitor,11,687500
1000965,99,Central India,2019/07/11,Projector,10,180000
1000966,94,Northeast India,2019/07/21,Digital Camera,4,72000
1000967,94,Northeast India,2019/06/02,Blue-Ray Player,7,35000
1000968,45,Northeast India,2019/07/25,LCD Monitor,12,60000
1000969,45,South India,2020/04/12,Apple IPOD,10,625000
1000970,36,Western India,2020/07/25,Digital Camera,4,209600
1000971,17,Western India,2019/12/20,Blue-Ray Player,6,314400
1000972,60,North India,2019/01/06,Blue-Ray Player,6,314400
1000973,35,South India,2020/09/29,Projector,3,57000
1000974,39,Western India,2020/05/22,Apple IPAD,1,35000
1000975,5,Central India,2019/05/12,LCD TV,11,385000
1000976,18,Central India,2019/11/06,Camera,3,15000
1000977,67,Central India,2019/06/24,Apple IPhone,12,60000
1000978,70,South India,2020/08/28,Projector,2,44458
1000979,16,East India,2019/12/14,LCD Monitor,5,90000
1000980,39,Central India,2020/06/10,Projector,7,245000
1000981,95,Northeast India,2020/06/05,Digital Camera,9,45000
1000982,37,Western India,2020/02/25,Projector,11,198000
1000983,32,East India,2020/10/02,Apple IPAD,10,250000
1000984,41,East India,2019/07/06,Apple IPhone,6,108000
1000985,78,East India,2019/07/16,Camera,10,222290
1000986,25,East India,2019/09/02,LCD TV,7,35000
1000987,85,Northeast India,2019/05/30,LCD Monitor,5,95000
1000988,87,East India,2019/03/31,LCD TV,12,420000
1000989,89,South India,2020/05/17,LCD Monitor,5,175000
1000990,55,South India,2019/11/21,Camera,10,222290
1000991,69,Western India,2020/09/02,Digital Camera,11,209000
1000992,61,Western India,2020/12/16,LCD Monitor,2,44458
1000993,82,Northeast India,2019/08/21,Apple IPhone,9,225000
1000994,7,East India,2019/03/14,Apple IPhone,8,500000
1000995,95,North India,2020/01/19,Blue-Ray Player,11,244519
1000996,90,East India,2020/08/03,Apple IPOD,1,25000
1000997,22,North India,2020/01/25,Blue-Ray Player,5,111145
1000998,77,Western India,2020/10/14,LCD Monitor,7,35000
1000999,69,East India,2020/04/04,LCD TV,11,687500
1001000,94,Northeast India,2019/05/03,Projector,9,171000
1001001,25,South India,2019/08/28,Digital Camera,7,437500
1001002,6,North India,2019/10/27,Apple IPOD,1,22229
1001003,3,North India,2020/10/05,Apple IPAD,10,180000
1001004,16,Central India,2020/06/22,Apple IPAD,1,35000
1001005,21,Central India,2020/08/20,Camera,4,20000
1001006,43,East India,2020/04/01,LCD TV,12,750000
1001007,54,Central India,2019/07/14,LCD Monitor,8,144000
1001008,34,South India,2020/07/20,Blue-Ray Player,6,30000
1001009,39,Central India,2019/05/16,LCD Monitor,12,228000
1001010,99,Northeast India,2020/07/06,LCD TV,11,385000
1001011,46,South India,2019/11/02,Apple IPhone,12,60000
1001012,99,Western India,2019/11/06,Apple IPOD,9,45000
1001013,10,Western India,2020/01/22,Digital Camera,7,35000
1001014,27,Northeast India,2019/05/09,Digital Camera,8,200000
1001015,95,Western India,2019/05/30,LCD TV,10,222290
1001016,2,South India,2019/03/17,Digital Camera,9,200061
1001017,66,East India,2019/01/15,Apple IPhone,12,628800
1001018,13,Central India,2020/02/17,LCD Monitor,8,500000
1001019,50,Northeast India,2019/08/18,Camera,6,314400
1001020,99,East India,2019/01/07,Digital Camera,3,57000
1001021,87,Northeast India,2019/09/23,Projector,8,500000
1001022,54,East India,2020/01/04,Camera,5,175000
1001023,52,East India,2019/09/20,Projector,1,5000
1001024,37,East India,2019/09/03,Apple IPhone,8,40000
1001025,65,Central India,2020/12/13,Apple IPOD,6,108000
1001026,65,South India,2020/03/15,Apple IPOD,4,20000
1001027,93,Northeast India,2019/07/17,Blue-Ray Player,10,180000
1001028,98,Northeast India,2019/01/26,LCD TV,8,40000
1001029,76,North India,2020/03/12,Digital Camera,7,245000
1001030,18,South India,2020/02/24,LCD Monitor,4,20000
1001031,81,South India,2020/04/17,Apple IPOD,2,104800
1001032,16,South India,2019/05/12,Digital Camera,5,90000
1001033,25,Northeast India,2020/10/03,Apple IPAD,3,187500
1001034,50,North India,2020/02/21,Apple IPOD,2,104800
1001035,85,Northeast India,2020/01/26,Apple IPAD,5,312500
1001036,76,Central India,2019/05/06,LCD Monitor,10,625000
1001037,92,East India,2019/11/17,Blue-Ray Player,2,104800
1001038,72,North India,2019/11/07,Camera,8,280000
1001039,68,North India,2020/04/06,Apple IPAD,9,562500
1001040,95,North India,2019/02/19,Apple IPhone,8,500000
1001041,83,Central India,2019/03/20,Apple IPAD,5,25000
1001042,67,Northeast India,2019/05/18,Camera,9,562500
1001043,16,East India,2019/12/26,Apple IPOD,10,190000
1001044,69,Western India,2020/02/10,Apple IPhone,2,44458
1001045,46,North India,2020/08/04,Apple IPAD,11,275000
1001046,44,North India,2019/04/13,LCD TV,8,177832
1001047,58,Northeast India,2020/11/27,Camera,3,187500
1001048,63,Central India,2019/04/15,Apple IPhone,5,95000
1001049,80,South India,2019/01/14,Apple IPAD,7,126000
1001050,96,Northeast India,2019/08/20,LCD Monitor,7,155603
1001051,42,South India,2019/06/03,Camera,3,15000
1001052,75,Northeast India,2019/07/05,LCD Monitor,11,244519
1001053,49,East India,2019/12/15,Apple IPhone,1,62500
1001054,93,Western India,2020/03/12,Blue-Ray Player,9,471600
1001055,29,North India,2019/04/01,Apple IPhone,5,262000
1001056,45,North India,2020/01/05,Projector,1,62500
1001057,62,South India,2019/11/27,Apple IPAD,10,524000
1001058,67,Northeast India,2019/01/12,Camera,9,162000
1001059,16,South India,2020/10/30,Apple IPhone,9,45000
1001060,20,East India,2019/07/05,Projector,1,18000
1001061,50,East India,2019/09/18,Apple IPAD,8,152000
1001062,27,South India,2019/07/29,Apple IPhone,1,52400
1001063,67,East India,2019/06/04,Blue-Ray Player,12,266748
1001064,51,South India,2019/07/01,Apple IPAD,9,225000
1001065,82,Western India,2019/05/06,Apple IPOD,11,576400
1001066,57,Northeast India,2019/11/04,Digital Camera,11,55000
1001067,76,South India,2019/11/12,Apple IPhone,1,19000
1001068,70,South India,2020/04/06,Apple IPOD,9,45000
1001069,80,South India,2019/10/24,LCD TV,8,419200
1001070,69,East India,2019/01/16,Camera,10,222290
1001071,94,Central India,2019/09/25,LCD TV,8,419200
1001072,46,South India,2019/05/01,Apple IPhone,2,44458
1001073,56,North India,2019/01/29,Camera,7,35000
1001074,57,Western India,2019/05/18,Digital Camera,11,55000
1001075,29,South India,2020/11/19,Apple IPOD,9,225000
1001076,10,Western India,2019/01/19,Digital Camera,5,95000
1001077,83,Northeast India,2020/09/19,LCD Monitor,7,437500
1001078,69,Northeast India,2019/11/11,Apple IPhone,4,140000
1001079,41,North India,2019/11/14,Camera,11,275000
1001080,69,East India,2020/08/22,Camera,12,60000
1001081,7,South India,2020/05/01,Camera,12,628800
1001082,53,East India,2019/03/02,Projector,9,315000
1001083,31,South India,2020/11/19,Projector,8,144000
1001084,82,South India,2019/08/29,Digital Camera,10,222290
1001085,93,South India,2019/11/26,Projector,1,18000
1001086,87,Northeast India,2019/04/03,Apple IPhone,1,22229
1001087,42,Central India,2020/09/13,Apple IPOD,11,687500
1001088,23,Northeast India,2020/12/04,Apple IPhone,5,262000
1001089,6,Western India,2020/06/27,Apple IPOD,2,104800
1001090,98,Western India,2019/06/04,Blue-Ray Player,12,266748
1001091,38,South India,2019/01/31,LCD Monitor,11,198000
1001092,93,Western India,2019/12/31,Apple IPhone,8,280000
1001093,9,Western India,2020/05/20,LCD TV,8,500000
1001094,84,North India,2019/07/15,Blue-Ray Player,4,20000
1001095,53,South India,2019/10/05,LCD Monitor,9,562500
1001096,21,North India,2019/08/12,LCD TV,8,177832
1001097,98,Western India,2019/07/19,Projector,2,38000
1001098,32,North India,2020/11/20,LCD TV,5,175000
1001099,55,Northeast India,2020/11/21,Projector,5,175000
1001100,8,Central India,2019/06/15,LCD TV,3,15000
1001101,2,South India,2020/06/29,LCD TV,3,54000
1001102,6,Northeast India,2019/05/08,LCD TV,1,5000
1001103,65,Western India,2020/08/19,Apple IPhone,2,44458
1001104,8,East India,2019/07/28,Camera,4,250000
1001105,9,East India,2019/11/05,Digital Camera,11,244519
1001106,17,Western India,2019/11/16,Camera,5,25000
1001107,95,Western India,2020/06/28,Projector,1,19000
1001108,52,North India,2019/01/24,Apple IPhone,11,576400
1001109,46,Western India,2020/12/26,LCD TV,2,104800
1001110,18,Western India,2020/10/17,Apple IPOD,9,562500
1001111,1,North India,2019/10/17,Apple IPhone,8,500000
1001112,95,Western India,2019/06/15,LCD Monitor,6,30000
1001113,99,Western India,2020/09/16,Apple IPOD,1,62500
1001114,5,Western India,2019/02/03,Camera,10,50000
1001115,29,Northeast India,2020/10/09,LCD Monitor,11,209000
1001116,96,Western India,2019/08/16,Blue-Ray Player,7,175000
1001117,59,South India,2020/11/28,Apple IPOD,1,35000
1001118,80,North India,2020/05/04,Digital Camera,2,10000
1001119,54,South India,2019/06/18,Projector,5,175000
1001120,6,Western India,2019/06/14,Blue-Ray Player,3,15000
1001121,30,East India,2020/06/22,Apple IPOD,6,108000
1001122,91,East India,2020/05/07,Digital Camera,8,177832
1001123,84,Western India,2019/10/30,Blue-Ray Player,1,19000
1001124,27,Central India,2020/06/14,LCD Monitor,12,300000
1001125,43,South India,2019/11/01,Projector,3,57000
1001126,67,Western India,2019/07/22,LCD Monitor,2,70000
1001127,20,South India,2019/08/12,Camera,4,100000
1001128,63,East India,2019/04/25,LCD Monitor,4,100000
1001129,88,North India,2020/01/23,LCD Monitor,11,576400
1001130,74,Central India,2019/07/12,Camera,2,36000
1001131,92,South India,2020/09/29,Apple IPOD,5,111145
1001132,35,North India,2020/01/08,LCD TV,8,40000
1001133,11,North India,2019/05/28,Camera,9,171000
1001134,84,Northeast India,2020/07/02,Apple IPAD,1,19000
1001135,11,Northeast India,2019/07/08,Apple IPhone,4,20000
1001136,13,Northeast India,2020/02/04,Apple IPOD,8,177832
1001137,40,Central India,2020/05/31,Digital Camera,8,144000
1001138,59,East India,2020/03/12,Projector,8,40000
1001139,64,North India,2020/07/15,Apple IPhone,9,171000
1001140,55,Central India,2019/09/22,Projector,7,437500
1001141,1,Western India,2019/05/08,Apple IPOD,4,72000
1001142,2,East India,2020/07/26,Projector,5,25000
1001143,41,Western India,2019/11/21,Projector,10,222290
1001144,6,North India,2019/08/22,Blue-Ray Player,10,524000
1001145,29,South India,2020/11/16,Blue-Ray Player,4,88916
1001146,68,South India,2019/09/28,Apple IPhone,3,15000
1001147,97,Central India,2019/05/03,Apple IPhone,1,22229
1001148,54,South India,2020/04/25,Projector,11,55000
1001149,8,South India,2019/02/12,Apple IPOD,12,266748
1001150,28,South India,2020/01/23,Apple IPAD,12,750000
1001151,20,Central India,2019/03/03,Projector,3,57000
1001152,55,North India,2019/01/09,Camera,3,66687
1001153,21,East India,2019/06/27,Digital Camera,9,45000
1001154,47,East India,2020/04/29,LCD Monitor,4,20000
1001155,94,Western India,2020/06/21,Digital Camera,12,300000
1001156,13,North India,2020/01/24,Apple IPhone,11,55000
1001157,7,Central India,2019/05/02,LCD Monitor,5,175000
1001158,5,North India,2019/12/12,Blue-Ray Player,4,250000
1001159,40,Central India,2020/05/30,Apple IPOD,4,88916
1001160,44,Northeast India,2019/07/07,Blue-Ray Player,10,50000
1001161,12,East India,2019/04/12,Camera,4,20000
1001162,18,East India,2020/01/28,Apple IPOD,7,366800
1001163,76,South India,2020/06/25,Apple IPhone,5,175000
1001164,76,North India,2020/08/11,Digital Camera,6,150000
1001165,51,East India,2020/08/18,Digital Camera,3,15000
1001166,5,North India,2020/03/02,Blue-Ray Player,9,200061
1001167,66,North India,2019/02/08,Apple IPOD,6,133374
1001168,51,South India,2020/11/08,Digital Camera,10,625000
1001169,29,South India,2019/02/02,LCD Monitor,9,171000
1001170,86,Central India,2020/11/25,LCD Monitor,5,125000
1001171,78,Western India,2020/01/24,Projector,10,222290
1001172,100,East India,2020/07/22,LCD TV,8,280000
1001173,1,Central India,2019/07/13,LCD TV,4,140000
1001174,60,Western India,2019/04/03,LCD Monitor,8,152000
1001175,86,Western India,2019/06/21,Projector,10,222290
1001176,75,Western India,2020/04/29,LCD Monitor,10,625000
1001177,93,North India,2020/03/22,Blue-Ray Player,3,15000
1001178,55,East India,2020/06/03,Digital Camera,5,25000
1001179,32,Central India,2020/09/03,Projector,6,375000
1001180,44,South India,2019/08/06,LCD Monitor,9,45000
1001181,87,Central India,2020/06/24,Camera,8,280000
1001182,51,Central India,2020/10/13,Apple IPOD,12,60000
1001183,13,North India,2019/03/18,Blue-Ray Player,4,72000
1001184,71,East India,2019/09/08,Apple IPOD,6,30000
1001185,60,Western India,2020/09/05,Camera,6,150000
1001186,21,Western India,2020/06/21,LCD Monitor,1,52400
1001187,75,North India,2020/10/10,LCD Monitor,10,625000
1001188,71,East India,2020/07/31,Camera,7,35000
1001189,66,Western India,2019/08/10,Blue-Ray Player,11,198000
1001190,27,North India,2020/02/13,Projector,10,625000
1001191,21,Central India,2020/04/02,LCD Monitor,7,35000
1001192,10,Central India,2019/02/08,Projector,7,35000
1001193,83,Northeast India,2019/10/24,Camera,10,180000
1001194,92,Central India,2020/10/23,LCD TV,3,105000
1001195,13,Western India,2020/01/17,LCD TV,3,75000
1001196,54,East India,2020/03/11,Digital Camera,5,262000
1001197,57,Western India,2020/06/02,Camera,9,45000
1001198,51,Northeast India,2019/04/22,Blue-Ray Player,1,25000
1001199,71,North India,2019/07/07,Apple IPOD,8,500000
1001200,94,Central India,2020/11/17,Projector,10,50000
1001201,17,South India,2020/03/26,Digital Camera,3,75000
1001202,70,South India,2020/07/31,Apple IPOD,6,133374
1001203,64,Northeast India,2019/06/08,Camera,11,55000
1001204,37,East India,2019/08/06,Apple IPOD,2,70000
1001205,36,North India,2019/08/23,Apple IPhone,3,75000
1001206,32,Central India,2019/10/11,Apple IPAD,6,150000
1001207,3,Western India,2020/05/10,LCD Monitor,8,280000
1001208,65,Western India,2019/05/17,Digital Camera,12,300000
1001209,68,South India,2020/09/02,LCD TV,2,104800
1001210,51,Western India,2019/12/26,LCD TV,5,25000
1001211,6,Western India,2020/09/01,Digital Camera,3,54000
1001212,99,South India,2020/01/07,Blue-Ray Player,9,200061
1001213,72,Central India,2020/10/21,LCD TV,6,30000
1001214,4,Western India,2020/04/28,Blue-Ray Player,1,62500
1001215,49,Central India,2020/07/30,Apple IPAD,7,126000
1001216,63,Central India,2020/04/21,Apple IPAD,5,125000
1001217,83,Northeast India,2019/08/19,Apple IPhone,1,19000
1001218,5,North India,2020/01/04,Digital Camera,2,70000
1001219,81,South India,2019/12/02,Camera,10,350000
1001220,85,Northeast India,2020/04/01,Blue-Ray Player,1,19000
1001221,18,Northeast India,2020/07/24,Apple IPhone,3,75000
1001222,25,South India,2020/05/16,Apple IPhone,3,15000
1001223,51,Northeast India,2020/10/30,Projector,9,562500
1001224,64,Central India,2020/09/20,Blue-Ray Player,4,88916
1001225,74,Central India,2019/05/02,Camera,12,266748
1001226,78,Central India,2019/01/17,Camera,11,209000
1001227,14,Western India,2019/04/07,Blue-Ray Player,10,350000
1001228,1,South India,2019/06/07,Apple IPhone,3,15000
1001229,48,North India,2020/01/14,LCD Monitor,12,628800
1001230,86,South India,2019/04/15,Blue-Ray Player,4,209600
1001231,67,North India,2020/08/09,Apple IPOD,2,10000
1001232,9,Northeast India,2020/11/16,Projector,12,266748
1001233,78,North India,2020/06/15,LCD Monitor,4,76000
1001234,98,South India,2020/09/01,Digital Camera,6,150000
1001235,37,Western India,2019/02/03,Blue-Ray Player,1,18000
1001236,68,South India,2019/06/29,Apple IPOD,6,30000
1001237,13,Western India,2020/05/05,Digital Camera,9,45000
1001238,74,Central India,2020/05/23,Digital Camera,8,280000
1001239,96,Western India,2019/01/28,Apple IPOD,11,385000
1001240,70,South India,2020/07/17,Apple IPOD,5,262000
1001241,6,East India,2020/02/14,Digital Camera,8,200000
1001242,83,East India,2019/07/28,Apple IPAD,5,25000
1001243,96,Northeast India,2020/10/25,LCD TV,1,5000
1001244,83,Northeast India,2019/08/27,Apple IPOD,5,125000
1001245,22,East India,2020/04/20,Apple IPhone,7,155603
1001246,33,South India,2019/06/23,Digital Camera,3,157200
1001247,59,South India,2019/10/27,Projector,12,60000
1001248,48,East India,2020/09/13,Camera,2,70000
1001249,2,East India,2020/06/27,LCD Monitor,11,209000
1001250,98,Central India,2019/12/12,Camera,4,88916
1001251,78,South India,2019/06/12,Camera,9,225000
1001252,41,Northeast India,2019/07/16,Apple IPhone,9,225000
1001253,92,Central India,2019/04/20,Apple IPAD,10,350000
1001254,44,North India,2019/04/09,LCD TV,2,125000
1001255,99,Northeast India,2020/10/20,Apple IPAD,8,200000
1001256,53,East India,2019/07/19,LCD Monitor,4,20000
1001257,37,Northeast India,2019/09/01,Apple IPhone,9,471600
1001258,60,Northeast India,2020/05/08,Projector,7,366800
1001259,26,East India,2019/02/19,Blue-Ray Player,3,66687
1001260,14,Western India,2020/01/25,Digital Camera,11,55000
1001261,43,Western India,2019/03/30,Projector,11,385000
1001262,33,East India,2020/07/28,Blue-Ray Player,8,144000
1001263,42,Northeast India,2019/07/13,LCD Monitor,12,266748
1001264,96,East India,2019/01/12,Apple IPAD,4,88916
1001265,100,Western India,2019/10/18,Apple IPOD,2,10000
1001266,47,South India,2020/08/07,Apple IPhone,8,152000
1001267,39,Western India,2020/12/06,Apple IPOD,8,40000
1001268,94,South India,2020/12/08,Apple IPOD,7,133000
1001269,45,South India,2019/08/07,Blue-Ray Player,9,225000
1001270,77,Central India,2020/06/04,Apple IPhone,5,262000
1001271,1,Central India,2019/10/22,LCD Monitor,8,40000
1001272,18,Northeast India,2019/05/27,Apple IPOD,10,180000
1001273,74,Central India,2020/10/09,Digital Camera,1,62500
1001274,82,Northeast India,2019/03/11,LCD TV,5,25000
1001275,72,Central India,2020/05/29,LCD Monitor,2,50000
1001276,48,Northeast India,2019/07/02,LCD TV,1,35000
1001277,97,Central India,2020/02/22,Digital Camera,1,62500
1001278,16,South India,2019/09/18,Projector,3,105000
1001279,100,East India,2019/10/17,Apple IPAD,3,157200
1001280,69,Western India,2019/10/01,Projector,11,209000
1001281,28,Western India,2019/07/14,Camera,9,562500
1001282,34,South India,2020/04/16,LCD TV,9,162000
1001283,73,Western India,2019/08/08,LCD TV,2,50000
1001284,2,North India,2019/12/27,Apple IPhone,5,262000
1001285,80,Western India,2020/04/26,Digital Camera,6,150000
1001286,83,East India,2019/04/22,Apple IPAD,8,280000
1001287,30,Central India,2019/05/29,Apple IPOD,6,30000
1001288,7,Western India,2020/09/11,Apple IPOD,10,50000
1001289,71,Central India,2019/05/09,Digital Camera,5,262000
1001290,51,South India,2020/02/24,Apple IPAD,10,190000
1001291,97,North India,2019/07/05,LCD Monitor,6,210000
1001292,69,East India,2019/03/28,Camera,6,133374
1001293,15,Central India,2019/09/15,Blue-Ray Player,11,198000
1001294,21,Northeast India,2019/05/05,Digital Camera,12,266748
1001295,66,Northeast India,2019/11/08,Apple IPhone,4,20000
1001296,100,Northeast India,2019/08/05,Camera,8,500000
1001297,56,Central India,2020/12/17,LCD Monitor,3,105000
1001298,68,Central India,2020/02/24,LCD Monitor,8,40000
1001299,25,East India,2019/07/26,LCD TV,6,30000
1001300,24,South India,2020/04/06,LCD TV,4,100000
1001301,68,Western India,2019/01/08,Camera,4,100000
1001302,42,Central India,2019/09/12,Blue-Ray Player,4,209600
1001303,9,East India,2019/12/23,Apple IPhone,1,25000
1001304,83,Central India,2019/08/06,Blue-Ray Player,3,157200
1001305,11,East India,2019/03/29,Apple IPOD,4,209600
1001306,97,South India,2020/08/13,Blue-Ray Player,3,57000
1001307,68,Northeast India,2019/07/13,Camera,12,420000
1001308,45,East India,2019/12/07,Apple IPAD,5,262000
1001309,62,East India,2020/06/20,Camera,9,171000
1001310,17,North India,2020/11/30,Apple IPAD,3,105000
1001311,88,Western India,2019/08/13,Blue-Ray Player,10,222290
1001312,66,Western India,2019/03/16,Apple IPOD,11,209000
1001313,79,East India,2019/09/20,Camera,6,133374
1001314,52,East India,2019/02/19,Apple IPOD,2,10000
1001315,93,South India,2020/01/05,Apple IPhone,7,126000
1001316,85,South India,2019/05/21,Camera,12,216000
1001317,72,Central India,2019/08/22,Apple IPOD,5,25000
1001318,3,South India,2020/12/15,Projector,11,687500
1001319,4,Central India,2019/12/20,Digital Camera,7,133000
1001320,47,North India,2019/02/02,LCD Monitor,12,628800
1001321,78,Central India,2020/07/29,Blue-Ray Player,5,25000
1001322,100,South India,2020/06/30,Projector,10,190000
1001323,84,Western India,2020/06/24,Apple IPAD,10,625000
1001324,92,South India,2020/05/25,LCD TV,8,177832
1001325,18,Northeast India,2020/03/22,LCD TV,10,190000
1001326,7,Northeast India,2020/12/06,Camera,6,114000
1001327,57,East India,2020/06/07,Blue-Ray Player,7,437500
1001328,13,Western India,2019/05/24,Blue-Ray Player,9,45000
1001329,24,Western India,2019/01/29,LCD TV,11,198000
1001330,13,North India,2019/01/29,Apple IPAD,11,687500
1001331,90,North India,2020/03/17,Digital Camera,2,44458
1001332,39,East India,2020/08/05,LCD Monitor,12,60000
1001333,54,Western India,2019/01/05,Apple IPAD,11,244519
1001334,33,Western India,2020/02/09,LCD TV,4,209600
1001335,13,East India,2019/08/15,Projector,1,18000
1001336,17,Central India,2020/03/27,Apple IPOD,10,524000
1001337,41,Northeast India,2019/05/22,Digital Camera,1,25000
1001338,43,North India,2019/04/25,Apple IPhone,9,200061
1001339,72,Central India,2019/03/15,LCD Monitor,4,140000
1001340,1,North India,2019/08/25,Projector,6,30000
1001341,35,South India,2020/07/12,Apple IPhone,3,15000
1001342,75,Western India,2019/05/02,LCD Monitor,10,350000
1001343,83,Western India,2020/05/13,Projector,12,216000
1001344,92,East India,2019/12/12,Projector,4,72000
1001345,24,East India,2020/10/21,Apple IPOD,1,19000
1001346,69,East India,2019/09/09,LCD Monitor,9,45000
1001347,4,Western India,2020/02/23,Blue-Ray Player,9,45000
1001348,60,Central India,2019/11/17,Blue-Ray Player,3,57000
1001349,64,East India,2019/01/12,Apple IPOD,1,5000
1001350,55,North India,2019/12/31,LCD Monitor,4,72000
1001351,43,South India,2020/09/19,Blue-Ray Player,12,300000
1001352,50,Western India,2020/03/12,LCD Monitor,6,114000
1001353,65,East India,2020/04/29,LCD Monitor,4,250000
1001354,17,North India,2019/12/08,LCD TV,3,75000
1001355,52,East India,2019/09/27,LCD Monitor,9,471600
1001356,94,Northeast India,2020/09/07,LCD Monitor,11,198000
1001357,1,Central India,2020/09/16,Blue-Ray Player,9,171000
1001358,11,Central India,2020/04/29,Blue-Ray Player,7,126000
1001359,86,Western India,2020/12/03,Apple IPAD,2,50000
1001360,23,South India,2019/05/28,Blue-Ray Player,2,125000
1001361,62,Northeast India,2019/01/14,Apple IPAD,12,60000
1001362,98,North India,2019/10/19,Projector,9,471600
1001363,47,East India,2020/07/23,Apple IPAD,11,198000
1001364,33,North India,2019/02/13,Apple IPOD,5,312500
1001365,93,South India,2020/03/04,Blue-Ray Player,5,25000
1001366,78,Western India,2019/12/13,Camera,1,35000
1001367,3,Central India,2019/01/02,Blue-Ray Player,7,366800
1001368,52,Northeast India,2019/03/18,Projector,11,576400
1001369,86,North India,2019/09/18,Apple IPOD,5,111145
1001370,52,Western India,2019/06/10,Blue-Ray Player,10,350000
1001371,51,East India,2019/09/25,LCD Monitor,2,50000
1001372,28,Northeast India,2020/01/06,Projector,4,20000
1001373,73,Central India,2019/07/28,Projector,8,500000
1001374,96,North India,2019/11/02,Apple IPAD,7,155603
1001375,80,North India,2020/09/27,Apple IPhone,11,275000
1001376,59,North India,2019/12/07,Projector,8,500000
1001377,23,Northeast India,2019/09/26,Camera,11,275000
1001378,19,Central India,2020/03/15,Apple IPOD,12,216000
1001379,7,Western India,2020/02/09,Apple IPAD,3,157200
1001380,16,Central India,2019/05/16,Apple IPhone,1,35000
1001381,88,Western India,2020/02/20,Digital Camera,10,250000
1001382,19,Central India,2019/01/27,Apple IPAD,6,114000
1001383,57,East India,2020/02/16,Apple IPhone,9,171000
1001384,37,East India,2019/07/15,Camera,5,125000
1001385,99,North India,2020/09/28,Blue-Ray Player,5,262000
1001386,78,East India,2020/02/06,Apple IPAD,5,125000
1001387,27,Northeast India,2019/12/22,Apple IPAD,7,245000
1001388,85,Western India,2020/05/14,Camera,1,52400
1001389,11,South India,2020/08/22,LCD TV,6,314400
1001390,8,Central India,2019/06/07,Digital Camera,4,100000
1001391,22,Northeast India,2019/03/18,Blue-Ray Player,7,366800
1001392,81,Central India,2019/04/09,Digital Camera,11,55000
1001393,68,Western India,2020/09/11,LCD Monitor,3,105000
1001394,76,East India,2020/02/04,Apple IPhone,8,40000
1001395,77,North India,2019/10/18,Apple IPOD,9,225000
1001396,60,North India,2020/10/13,LCD TV,5,125000
1001397,15,South India,2020/01/06,Digital Camera,11,385000
1001398,19,Central India,2019/04/21,Apple IPOD,10,50000
1001399,52,Western India,2019/08/05,Apple IPhone,5,25000
1001400,94,South India,2019/06/29,Digital Camera,9,315000
1001401,19,South India,2019/01/28,LCD TV,4,20000
1001402,70,Central India,2019/05/28,Apple IPOD,6,150000
1001403,45,South India,2019/05/06,Projector,9,45000
1001404,45,East India,2019/10/31,Apple IPOD,6,314400
1001405,71,North India,2020/08/19,Camera,9,471600
1001406,60,East India,2020/04/27,Apple IPAD,5,312500
1001407,35,North India,2020/09/25,Blue-Ray Player,6,375000
1001408,4,Central India,2019/05/27,LCD Monitor,5,90000
1001409,37,South India,2020/11/24,Blue-Ray Player,8,40000
1001410,22,Central India,2020/07/04,Apple IPhone,11,244519
1001411,12,Central India,2019/08/29,Camera,8,200000
1001412,37,East India,2019/10/16,Digital Camera,10,625000
1001413,97,North India,2020/07/07,Apple IPOD,2,125000
1001414,32,Northeast India,2019/10/13,Projector,10,190000
1001415,96,North India,2019/02/25,LCD Monitor,10,350000
1001416,96,Western India,2019/05/12,LCD Monitor,11,275000
1001417,67,Northeast India,2019/01/09,LCD TV,3,157200
1001418,17,East India,2020/01/08,LCD Monitor,1,35000
